,Hotel_Name,Price,Room_type,Location,City,No. of Reviews,Rating,Distance from centre (km),Breakfast,Cancellation
4049,Hotel SPB 87,2800,Double Room,"Karol bagh, New Delhi",New Delhi,0,7.0306546644844525,3.4,Not included,No Free cancellation
4050,Udman Hotel Chhattarpur,10575,Deluxe Double Room,"Chattarpur, New Delhi",New Delhi,24,6.5,16.0,Not included,No Free cancellation
4051,Rad Hight Mahipalpur,1979,Double Room,"Mahipalpur, New Delhi",New Delhi,0,7.0306546644844525,13.0,Breakfast included,No Free cancellation
4052,Hotel amenda plaza Delhi airport mahipalpur,1688,Deluxe Double Room,"Mahipalpur, New Delhi",New Delhi,8,8.4,13.0,Breakfast included,No Free cancellation
4053,Hotel O Akash Palace,556,Classic Triple Room,"South Delhi, New Delhi",New Delhi,0,7.0306546644844525,13.0,Not included,Free cancellation
4054,Hotel Grand Regency - Delhi Airport,4674,Deluxe Room,New Delhi,New Delhi,86,6.1,15.0,Not included,No Free cancellation
4055,FabExpress TP Suite Near IGI Airport New Delhi,1206,Deluxe Room,"Mahipalpur, New Delhi",New Delhi,23,6.6,13.0,Not included,No Free cancellation
4056,Hotel Gloobal Inn - IGI Airport Delhi,990,Deluxe Room,New Delhi,New Delhi,11,8.8,15.0,Not included,No Free cancellation
4057,Hotel Kundan Palace,1499,Deluxe Room,"Jasola, New Delhi",New Delhi,15,5.4,12.0,Not included,No Free cancellation
4058,Hotel O Avalon Palace,510,Classic Triple Room,"Mahipalpur, New Delhi",New Delhi,1,1.0,12.0,Not included,Free cancellation
4059,Hotel Paradise International Near IGI Delhi Airport,1340,Deluxe Room,"Mahipalpur, New Delhi",New Delhi,56,5.8,13.0,Not included,No Free cancellation
4060,Hotel Yess Boss International,2970,Superior King Room,"Paharganj, New Delhi",New Delhi,3,10.0,1.1,Not included,No Free cancellation
4061,Hotel Golden Plam Tilak Nagar Market,2834,Double Room with Private Bathroom,"West Delhi, New Delhi",New Delhi,9,6.1,12.0,Not included,No Free cancellation
4062,Hotel Station View,1999,Deluxe Double or Twin Room,"Paharganj, New Delhi",New Delhi,46,6.3,1.0,Not included,No Free cancellation
4063,The Luxe Living,3650,Studio with Lake View,New Delhi,New Delhi,0,7.0306546644844525,13.0,Not included,No Free cancellation
4064,Mayda Residency By Mayda Hospitality Pvt. Ltd.,1338,Deluxe King Room,"Mahipalpur, New Delhi",New Delhi,112,6.7,13.0,Not included,No Free cancellation
4065,Rupam Hotel,2320,Compact Double Room,"Karol bagh, New Delhi",New Delhi,32,7.4,3.9,Not included,No Free cancellation
4066,Hotel O Amazing House,801,Classic Triple Room,"Rohini, New Delhi",New Delhi,2,1.0,16.0,Not included,Free cancellation
4067,Star Inn,3499,Standard Double Room,"Jasola, New Delhi",New Delhi,1,10.0,12.0,Not included,No Free cancellation
4068,Hotel Nutra,2199,Double Room,"Mahipalpur, New Delhi",New Delhi,0,7.0306546644844525,13.0,Breakfast included,No Free cancellation
4069,Western Blu,7499,King Suite with Balcony,"Pashim Vihar, New Delhi",New Delhi,66,6.4,13.0,Breakfast included,No Free cancellation
4070,Indira International Inn,4900,Deluxe Double Room,New Delhi,New Delhi,13,4.7,13.0,Not included,No Free cancellation
4071,Jeeta Tha Jiske Liye,1799,Superior King Room,New Delhi,New Delhi,0,7.0306546644844525,14.0,Breakfast included,No Free cancellation
4072,CG Internationl By SWEET GUEST HOUSE,1435,Deluxe Double Room,"Paharganj, New Delhi",New Delhi,50,5.9,0.8,Not included,No Free cancellation
4073,Deer Park Home Stay,2400,Deluxe King Room,"Safdarjung Enclave, New Delhi",New Delhi,25,7.3,8.6,Breakfast included,No Free cancellation
4074,Hotel Tourist Stay,630,Superior King Room,"Mahipalpur, New Delhi",New Delhi,2,10.0,13.0,Not included,No Free cancellation
4075,The Hotel Bel Wood Near Delhi Airport,1062,Deluxe Double Room,New Delhi,New Delhi,8,10.0,14.0,Breakfast included,No Free cancellation
4076,Hotel Kingston,2500,Deluxe Room,"West Delhi, New Delhi",New Delhi,4,4.5,4.8,Breakfast included,No Free cancellation
4077,HOTEL D V SUITES NEAR DELHI AIRPORt,1350,Deluxe Double Room (2 Adults + 1 Child),"Mahipalpur, New Delhi",New Delhi,6,8.7,13.0,Breakfast included,No Free cancellation
4078,Hotel Dhwani Palace,1418,Double Room,"Paharganj, New Delhi",New Delhi,0,7.0306546644844525,1.4,Not included,No Free cancellation
4079,Hotel RIVERB,3500,Deluxe Double Room,"South Delhi, New Delhi",New Delhi,6,4.8,18.0,Not included,No Free cancellation
4080,Hotel Kastor- Near Nehru Place- GK 2- M block market-GK metro station-Dr AS clinic,4300,Deluxe Room,New Delhi,New Delhi,10,6.7,10.0,Not included,No Free cancellation
4081,The Sky Edge,3899,Superior Suite with Sea View,New Delhi,New Delhi,0,7.0306546644844525,13.0,Not included,No Free cancellation
4082,Hotel Jhandu,1979,Double Room,New Delhi,New Delhi,0,7.0306546644844525,14.0,Breakfast included,No Free cancellation
4083,Swisston palace,1620,Deluxe Double Room,"Karol bagh, New Delhi",New Delhi,3,6.7,3.5,Not included,No Free cancellation
4084,Sarthak Palace - By Pooja Hospitality,839,Economy Double Room,"Paharganj, New Delhi",New Delhi,560,7.6,1.7,Not included,No Free cancellation
4085,Hotel Aiims Inn,791,Double Room,"Malviya Nagar, New Delhi",New Delhi,20,9.1,11.0,Not included,No Free cancellation
4086,Hotel LA Ambiance Suites Near IGI Airport,835,Double Room,New Delhi,New Delhi,0,7.0306546644844525,14.0,Breakfast included,No Free cancellation
4087,Hotel Flexi Ekant Suites,989,Deluxe Double Room,"Mahipalpur, New Delhi",New Delhi,3,1.3,13.0,Breakfast included,No Free cancellation
4088,Hotel TEO GRAND Near Delhi Airport,1799,Superior Family Room,New Delhi,New Delhi,15,9.3,14.0,Breakfast included,No Free cancellation
4089,Hotel Monaki,1979,Double Room,New Delhi,New Delhi,0,7.0306546644844525,14.0,Breakfast included,No Free cancellation
4090,Hotel Travel-line suites Aerocity,1690,Double Room,"Aerocity, New Delhi",New Delhi,19,7.1,13.0,Breakfast included,No Free cancellation
4091,Plaza Disha,2069,Double Room,New Delhi,New Delhi,0,7.0306546644844525,14.0,Breakfast included,No Free cancellation
4092,GLOBAL STAY NEAR DELHI AIRPORT,1248,Deluxe Double Room (2 Adults + 1 Child),"Mahipalpur, New Delhi",New Delhi,13,8.7,13.0,Breakfast included,No Free cancellation
4093,FabExpress The Paradise,1348,Deluxe Room,"Okhla, New Delhi",New Delhi,41,6.1,12.0,Not included,No Free cancellation
4094,Rainbow Residency,4500,Deluxe Double Room,"South Delhi, New Delhi",New Delhi,91,7.9,8.9,Breakfast included,No Free cancellation
4095,Hotel Prime Royalty Malviya Nagar,1350,Double Room with Private Bathroom,"South Delhi, New Delhi",New Delhi,19,7.3,10.0,Not included,No Free cancellation
4096,Grand Castel Blue At IGI Airport,1800,Deluxe Double Room,"Aerocity, New Delhi",New Delhi,28,7.8,13.0,Breakfast included,No Free cancellation
4097,Airport Hotel Annexe Free Pickup or Drop,1071,Deluxe Room,"Mahipalpur, New Delhi",New Delhi,6,9.7,13.0,Breakfast included,No Free cancellation
4098,The Fazar Residency Near Hazrat Nizamuddin Dargah,1526,Budget Double Room,New Delhi,New Delhi,31,4.5,5.3,Not included,No Free cancellation
4099,"Comfort Inn Hotel,New Delhi Mayur Vihar Noida",1440,Deluxe Room,"Mayur Vihar Phase 1, New Delhi",New Delhi,1,1.0,7.9,Not included,No Free cancellation
4100,Hotel Again,2201,Standard King Room,New Delhi,New Delhi,0,7.0306546644844525,14.0,Breakfast included,No Free cancellation
4101,Hotel Moon Taj Near Yashobhoomi Convention Centre,1660,Superior Double Room,"Dwarka, New Delhi",New Delhi,6,3.7,19.0,Not included,No Free cancellation
4102,Inn - Lajpat Nagar I,1750,Double Room,New Delhi,New Delhi,4,7.7,7.2,Breakfast included,No Free cancellation
4103,Hotel Green Near IGI Airport Delhi,968,Double Room,New Delhi,New Delhi,1,10.0,15.0,Breakfast included,No Free cancellation
4104,Hotel Le,2899,Deluxe Double Room,"Paharganj, New Delhi",New Delhi,0,7.0306546644844525,1.5,Not included,No Free cancellation
4105,Inn Tawang Near B L Kapoor Hospital A Well Hygiene Hotel,3799,Deluxe Double Room,"Karol bagh, New Delhi",New Delhi,52,7.3,4.1,Not included,No Free cancellation
4106,Hotel Love Again,1482,Standard King Room,New Delhi,New Delhi,0,7.0306546644844525,14.0,Breakfast included,No Free cancellation
4107,Kings Court - Saket,1500,Double Room,"South Delhi, New Delhi",New Delhi,0,7.0306546644844525,12.0,Not included,No Free cancellation
4108,FabHotel Gross Inn Suites Near IGI Airport New Delhi,1494,Deluxe Room,"Mahipalpur, New Delhi",New Delhi,54,8.0,13.0,Not included,No Free cancellation
4109,Silver Palace Hotel,895,Deluxe Double Room with Shower,"Paharganj, New Delhi",New Delhi,135,3.1,1.2,Not included,No Free cancellation
4110,Hotel Ambience Inn Plaza,1800,Double Room,New Delhi,New Delhi,0,7.0306546644844525,14.0,Not included,No Free cancellation
4111,Hotel Smart Stay,1259,Deluxe Double Room,"Mahipalpur, New Delhi",New Delhi,4,7.0,13.0,Not included,No Free cancellation
4112,Hotel White Rose IGI Airport,1161,Budget Double Room,New Delhi,New Delhi,99,7.6,14.0,Breakfast included,No Free cancellation
4113,Backpackers Headquaters ( A Unit of Backpackers Heaven ),1400,Deluxe King Room,"Paharganj, New Delhi",New Delhi,0,7.0306546644844525,1.1,Not included,No Free cancellation
4114,DIPLOMAT REGENCY,3800,Deluxe Double Room (2 Adults + 1 Child),"Dwarka, New Delhi",New Delhi,20,6.8,19.0,Not included,Free cancellation
4115,Hotel SUZU INN - Couple Friendly Fatehpur,1223,Double Room,"South Delhi, New Delhi",New Delhi,1,10.0,20.0,Not included,No Free cancellation
4116,Haven Hues Inn,2499,Superior King Room,New Delhi,New Delhi,0,7.0306546644844525,14.0,Breakfast included,No Free cancellation
4117,Hotel Edition Plaza,1008,Double Room,"Mahipalpur, New Delhi",New Delhi,2,5.5,13.0,Not included,No Free cancellation
4118,Couple Friendly Hotel Feelinn Near Ramesh Nagar Metro Station,899,Double Room,"West Delhi, New Delhi",New Delhi,2,1.0,9.0,Not included,No Free cancellation
4119,"Holiday Inn New Delhi Mayur Vihar Noida, an IHG Hotel",14250,King Room with Sofa Bed - Pool View,"Mayur Vihar Phase 1, New Delhi",New Delhi,0,7.4,8.9,Breakfast & dinner included,No Free cancellation
4120,Aravali Residency B&B,1599,Superior Double Room,New Delhi,New Delhi,39,5.8,13.0,Not included,No Free cancellation
4121,Hotel O Mansarover Inn,1036,Classic Triple Room,"West Delhi, New Delhi",New Delhi,2,2.0,8.9,Not included,Free cancellation
4122,The Manor - New Delhi,22860,Studio Suite,New Delhi,New Delhi,169,8.0,7.9,Not included,No Free cancellation
4123,Loyal greet,1125,Double Room,New Delhi,New Delhi,0,7.0306546644844525,14.0,Breakfast included,No Free cancellation
4124,Hotel O Stay International,801,Classic Triple Room,"Mahipalpur, New Delhi",New Delhi,0,7.0306546644844525,13.0,Not included,Free cancellation
4125,Hotel SHIMLA HERITAGE- Near B L K Hospital,1999,Deluxe Double Room,"Karol bagh, New Delhi",New Delhi,60,5.1,3.9,Not included,No Free cancellation
4126,Hotel Pushpanjali,1214,Deluxe Double Room,"South West, New Delhi",New Delhi,0,7.0306546644844525,17.0,Not included,No Free cancellation
4127,HOTEL THE CUBE STAY,2000,Deluxe King Room,"Aerocity, New Delhi",New Delhi,165,8.4,14.0,Not included,No Free cancellation
4128,The Metropolitan Hotel & Spa New Delhi,21999,"Club Double or Twin Room with Breakfast and Dinner, 20% off on food & soft beverages ",New Delhi,New Delhi,0,7.3,1.5,Breakfast & dinner included,No Free cancellation
4129,H D stay,1782,Deluxe Double Room (2 Adults + 1 Child),New Delhi,New Delhi,2,6.0,8.7,Not included,No Free cancellation
4130,Hotel Devrana Delhi Airport,2565,Deluxe Double Room (2 Adults + 1 Child),"Aerocity, New Delhi",New Delhi,286,7.3,13.0,Not included,No Free cancellation
4131,Signature plaza,1899,Standard Double Room,New Delhi,New Delhi,1,10.0,8.7,Not included,No Free cancellation
4132,"Sun Moon Residency and Apartments, Hotels in Rohini",1170,Standard Double Room,"Rohini, New Delhi",New Delhi,26,6.6,14.0,Not included,No Free cancellation
4133,THE EDEN HOTEL Near Okhla,1583,Deluxe Room,"Jasola, New Delhi",New Delhi,9,4.4,12.0,Not included,No Free cancellation
4134,Hotel Rise73 at Delhi Airport,1037,Budget Double Room,New Delhi,New Delhi,6,8.5,12.0,Not included,No Free cancellation
4135,Hotel Wall City 55,3600,Deluxe Room,"Paharganj, New Delhi",New Delhi,47,5.1,1.5,Not included,No Free cancellation
4136,"Hotel Fortuner, Karol Bagh, New Delhi",3150,Deluxe Room,"Karol bagh, New Delhi",New Delhi,5,5.6,2.8,Not included,No Free cancellation
4137,HOTEL ASHOKA PALACE Near IGI Airport New Delhi,1296,Double Room,"Mahipalpur, New Delhi",New Delhi,9,4.2,13.0,Breakfast included,No Free cancellation
4138,Runway stay,900,Double Room with Private Bathroom,"Mahipalpur, New Delhi",New Delhi,0,7.0306546644844525,13.0,Not included,No Free cancellation
4139,Sky Bloom Luxury Homestay,3000,Deluxe King Room,"Safdarjung Enclave, New Delhi",New Delhi,16,9.1,8.7,Breakfast included,No Free cancellation
4140,RAJA GUEST HOUSE- New Delhi RAILWAY STATION,1275,Double Room,"Paharganj, New Delhi",New Delhi,23,6.3,1.6,Not included,No Free cancellation
4141,C- Pearls Hotel And Banquet,2126,Deluxe Double Room,"West Delhi, New Delhi",New Delhi,11,6.7,19.0,Not included,No Free cancellation
4142,The Frist Collection,1075,Deluxe Double Room,New Delhi,New Delhi,1,1.0,12.0,Breakfast included,No Free cancellation
4143,Hotel The Deep Residency,1349,Budget Double Room,New Delhi,New Delhi,3,5.7,6.9,Breakfast included,No Free cancellation
4144,Hotel Dolphin at Delhi Airport,1680,Deluxe Room,"Mahipalpur, New Delhi",New Delhi,22,6.7,13.0,Not included,No Free cancellation
4145,Hotel Lootama,1055,Double Room,New Delhi,New Delhi,0,7.0306546644844525,14.0,Breakfast included,No Free cancellation
4146,HOTEL CITY IN DXx,1299,Double Room,"Paharganj, New Delhi",New Delhi,7,5.4,1.1,Not included,No Free cancellation
4147,HOTEL AIRPORT PALACE,759,Deluxe Family Room,"Mahipalpur, New Delhi",New Delhi,54,6.2,13.0,Not included,No Free cancellation
4148,Hotel T A Suite A Family near igi airport delhi,2969,Double Room,New Delhi,New Delhi,0,7.0306546644844525,15.0,Breakfast included,No Free cancellation
4149,Grand Jiny,1796,Double Room,"Chanakyapuri, New Delhi",New Delhi,0,7.0306546644844525,6.7,Breakfast included,No Free cancellation
4150,Hotel Asian Blue Delhi Airport,852,Deluxe Room,New Delhi,New Delhi,10,10.0,14.0,Breakfast included,No Free cancellation
4151,Hotel The Tourist - 1 min from New Delhi Railway Station,2265,Standard Double Room,"Paharganj, New Delhi",New Delhi,45,6.1,1.4,Not included,No Free cancellation
4152,Hotel Priva Residency By WB Inn,2999,Deluxe Room,"Mahipalpur, New Delhi",New Delhi,0,7.0306546644844525,13.0,Not included,No Free cancellation
4153,Hotel Dream Stay Near Anand Vihar,692,Standard Double Room,New Delhi,New Delhi,7,4.9,7.5,Not included,No Free cancellation
4154,Frankstay By Hotel SAMRAT RESIDENCY 10 Mints Walking Distance Nizamuddin Railway Station,3393,Double Room,New Delhi,New Delhi,431,8.1,6.5,Not included,No Free cancellation
4155,Hotel The R Blues Near New Delhi Airport,5000,Double Room,"Mahipalpur, New Delhi",New Delhi,5,9.8,13.0,Not included,No Free cancellation
4156,Hotel Jana Luxury Jana,2699,Standard King Room,New Delhi,New Delhi,0,7.0306546644844525,14.0,Breakfast included,No Free cancellation
4157,Hotel Platinum Near Delhi Airport,1183,Deluxe Double Room,New Delhi,New Delhi,79,7.7,14.0,Not included,No Free cancellation
4158,Super OYO Hotel O S J Residency,655,Classic Triple Room,"West Delhi, New Delhi",New Delhi,2,1.0,18.0,Not included,Free cancellation
4159,hotel suzi international,1385,Deluxe Triple Room,"Paharganj, New Delhi",New Delhi,20,5.7,1.5,Not included,No Free cancellation
4160,Hotel Hauz Khas Fort View,2069,Standard Double Room,"Hauz Khas, New Delhi",New Delhi,32,6.2,9.5,Not included,No Free cancellation
4161,Wood Castle Grand,5000,Executive Double Room,"West Delhi, New Delhi",New Delhi,23,8.3,11.0,Not included,No Free cancellation
4162,Hotel Traditional Inn,1760,Standard Double Room,New Delhi,New Delhi,14,3.8,7.0,Not included,No Free cancellation
4163,S R plaza at delhi airport,890,Double Room with Balcony,"Mahipalpur, New Delhi",New Delhi,33,8.5,13.0,Not included,No Free cancellation
4164,Mangotree By Sawariya Hospitality,1080,Double Room,"West Delhi, New Delhi",New Delhi,0,7.0306546644844525,7.9,Not included,No Free cancellation
4165,Hotel O Happy Spring,818,Classic Triple Room,New Delhi,New Delhi,10,1.9,17.0,Not included,Free cancellation
4166,Hotel Divine Admire Opp Gurudwara Sahib in Taimoor Nagar-Friends Colony,5205,Deluxe Room,"New Friends Colony, New Delhi",New Delhi,9,7.3,8.4,Not included,No Free cancellation
4167,Red Apple Home By WB Inn,2849,Deluxe Double Room,New Delhi,New Delhi,0,7.0306546644844525,10.0,Not included,No Free cancellation
4168,HOTEL SEASON GRAND Couple Friendly Pitampura Metro Station,1275,Deluxe Room,New Delhi,New Delhi,17,7.0,11.0,Breakfast included,No Free cancellation
4169,Dev Residency,1300,Deluxe Double Room,New Delhi,New Delhi,7,6.1,13.0,Not included,No Free cancellation
4170,FabExpress Aerosky Deluxe,2960,Deluxe Room,"Dwarka, New Delhi",New Delhi,53,7.3,19.0,Not included,No Free cancellation
4171,Hotel Bawa Guest House,900,Budget Double Room,New Delhi,New Delhi,0,7.0306546644844525,6.7,Not included,No Free cancellation
4172,FabHotel Novel Suites,3069,Deluxe Room,"Dwarka, New Delhi",New Delhi,64,7.3,18.0,Not included,No Free cancellation
4173,Hotel Royal Jack,1429,Double Room,"Dwarka, New Delhi",New Delhi,0,7.0306546644844525,19.0,Breakfast included,No Free cancellation
4174,Hotel Twamev residency Uttam Nagar couple friendly,999,Double Room with Private Bathroom,"West Delhi, New Delhi",New Delhi,0,7.0306546644844525,15.0,Not included,No Free cancellation
4175,kailash residency,1079,Double Room,"Mahipalpur, New Delhi",New Delhi,0,7.0306546644844525,13.0,Not included,No Free cancellation
4176,Hotel Franklein Suites At Delhi Airport,1192,Double Room,"Aerocity, New Delhi",New Delhi,80,8.0,13.0,Breakfast included,No Free cancellation
4177,GT Paradise - A Boutique Hotel,1250,Deluxe Double or Twin Room,New Delhi,New Delhi,6,4.7,20.0,Not included,No Free cancellation
4178,Royal Comfort Castle,3399,Deluxe Room,New Delhi,New Delhi,40,8.5,8.6,Not included,No Free cancellation
4179,Hotel Anand International,3252,Superior King Room,"Mahipalpur, New Delhi",New Delhi,106,6.8,13.0,Not included,No Free cancellation
4180,Hotel garden view,1620,King Room with Garden View,"Karol bagh, New Delhi",New Delhi,14,5.6,3.6,Not included,No Free cancellation
